able unable
prefix suffix
suffix prefix
detach attach
detach attach
bridle unbridle
bind unbind
lash unlash
unlash lash
unbind bind
dock undock
undock dock
aggrade degrade
degrade aggrade
hitch unhitch
unhitch hitch
cover uncover
uncover cover
fasten unfasten
unzip zip_up
bar unbar
unbar bar
fasten unfasten
unfasten fasten
unfasten fasten
close open
open close
open close
close open
lock unlock
lock unlock
unlock lock
bolt unbolt
unbolt bolt
unscrew screw
screw unscrew
seal unseal
zip_up unzip
unseal seal
connect disconnect
disconnect connect
mask unmask
unmask mask
string unstring
unstring string
hook unhook
belt unbelt
unbelt belt
unhook hook
staple unstaple
unstaple staple
clip unclip
unclip clip
button unbutton
unbutton button
pin unpin
unpin pin
break repair
spread gather
gather spread
compress decompress
decompress compress
plug_in unplug
unplug plug_in
cork uncork
uncork cork
bring take_away
take_away bring
pull push
adduct abduct
abduct adduct
entangle disentangle
snarl unsnarl
disentangle entangle
unsnarl snarl
arrange disarrange
disarrange arrange
let_go_of hold
free obstruct
obstruct free
clog unclog
unclog clog
stuff unstuff
unstuff stuff
pack unpack
veil unveil
unveil veil
box unbox
unbox box
unpack pack
crate uncrate
uncrate crate
burden unburden
unburden burden
charge discharge
discharge charge
yoke unyoke
inspan outspan
unyoke yoke
outspan inspan
harness unharness
unharness harness
saddle unsaddle
unsaddle saddle
attract repel
repel attract
switch_on switch_off
switch_off switch_on
engage disengage
disengage engage
twine untwine
untwine twine
weave unweave
unweave weave
braid unbraid
unbraid braid
unravel ravel
unknot knot
ravel unravel
ravel unravel
knot unknot
unravel ravel
wind unwind
unwind wind
coil uncoil
uncoil coil
malfunction function
function malfunction
run idle
idle run
go_on go_off
go_off go_on
lodge dislodge
dislodge lodge
clean dirty
dirty clean
handwash machine_wash
machine_wash handwash
sit lie
sit stand
stand lie
stand sit
lie sit
lie stand
buckle unbuckle
unbuckle buckle
unfold fold
sheathe unsheathe
unsheathe sheathe
wire unwire
unwire wire
make unmake
unmake make
phase_in phase_out
phase_out phase_in
incarnate disincarnate
disincarnate incarnate
assemble disassemble
disassemble assemble
raise level
level raise
cast_on cast_off
cast_off cast_on
overact underact
underact overact
agitate calm
calm agitate
worry reassure
reassure worry
hate love
love hate
dislike like
like dislike
dehumanize humanize
humanize dehumanize
attract repel
repel attract
despair hope
hope despair
elate depress
gladden sadden
sadden gladden
sadden gladden
gladden sadden
lighten weigh_down
weigh_down lighten
depress elate
please displease
satisfy dissatisfy
dissatisfy satisfy
content discontent
discontent content
displease please
enchant disenchant
disenchant enchant
hearten dishearten
encourage discourage
discourage encourage
dishearten hearten
interest bore
bore interest
wish begrudge
begrudge wish
admire look_down_on
look_down_on admire
move stand_still
stand_still move
travel stay_in_place
stay_in_place travel
go come
come go
move stay
move_in move_out
move_out move_in
stay move
start stop
stop start
stop start
start stop
push pull
tide ebb
ebb tide
float sink
walk ride
cross uncross
uncross cross
file_in file_out
pop_in pop_out
pop_out pop_in
file_out file_in
hop_on hop_out
hop_out hop_on
ride walk
rise fall
ascend descend
rise set
set rise
descend ascend
fall rise
lower raise
raise lower
disembark embark
embark disembark
arise lie_down
arise sit_down
sit_down arise
lie_down arise
glycerolize deglycerolize
deglycerolize glycerolize
sink float
advance recede
advance back
recede advance
back advance
follow precede
precede follow
arrive leave
bottom_out top_out
top_out bottom_out
depart stay
stay depart
leave arrive
pull_out pull_in
pull_in pull_out
exit enter
get_off get_on
enter exit
get_on get_off
diverge converge
converge diverge
straighten bend
bend straighten
linger rush
rush linger
expand contract
dock undock
undock dock
suffer enjoy
enjoy suffer
overexpose underexpose
underexpose overexpose
overexpose underexpose
underexpose overexpose
desensitize sensitize
desensitise sensitise
sensitize desensitize
sensitise desensitise
notice ignore
ignore notice
odorize deodorize
odourise deodourise
deodorize odorize
deodourise odourise
show hide
open close
close open
hide show
orient disorient
disorient orient
blur focus
focus blur
quieten louden
louden quieten
soften sharpen
sharpen soften
sweeten sour
sour sweeten
give take
keep lose
take give
buy sell
deny allow
bequeath disinherit
import export
export import
download upload
upload download
accept refuse
refuse accept
honor dishonor
dishonor honor
sell buy
retail wholesale
wholesale retail
log_in log_out
log_out log_in
overpay underpay
underpay overpay
pay_up default
default pay_up
bounce clear
allow deny
credit debit
debit credit
overspend underspend
underspend overspend
overspend underspend
underspend overspend
waste conserve
conserve waste
invest divest
claim forfeit
requisition derequisition
derequisition requisition
profit break_even
profit lose
break_even lose
break_even profit
find lose
lose find
lose keep
lose win
win lose
lose break_even
lose profit
clear bounce
overbid underbid
underbid overbid
outbid underbid
underbid outbid
forfeit claim
deposit withdraw
withdraw deposit
divest invest
disinherit bequeath
charge pay_cash
pay_cash charge
impoverish enrich
enrich impoverish
overcharge undercharge
undercharge overcharge
mark_up mark_down
mark_down mark_up
overstock understock
understock overstock
borrow lend
lend borrow
muzzle unmuzzle
unmuzzle muzzle
import export
export import
kern kern
kern kern
unbridle bridle
act refrain
leave_office take_office
take_office leave_office
divest invest
invest divest
enthrone dethrone
dethrone enthrone
promote demote
demote promote
fire hire
succeed precede
precede succeed
hire fire
work idle
idle work
free confine
let prevent
open close
close open
open close
close open
establish abolish
abolish establish
organize disorganize
organise disorganise
disorganize organize
disorganise organise
certify decertify
decertify certify
exclude admit
admit exclude
prevent let
respect disrespect
disrespect respect
boycott patronise
boycott patronize
patronize boycott
patronise boycott
divide unite
unite divide
disenfranchise enfranchise
enfranchise disenfranchise
invalidate validate
validate invalidate
issue recall
recall issue
outlaw legalize
criminalize decriminalize
criminalise decriminalise
legalize outlaw
legalise outlaw
decriminalize criminalize
decriminalise criminalise
desegregate segregate
segregate desegregate
confine free
expatriate repatriate
repatriate expatriate
admit reject
reject admit
classify declassify
declassify classify
restrict derestrict
derestrict restrict
regulate deregulate
deregulate regulate
advantage disadvantage
disadvantage advantage
wrong right
misbehave behave
behave misbehave
right wrong
manage fail
fail pass
fail pass
pass fail
succeed fail
pass fail
fail succeed
obey disobey
disobey obey
honor dishonor
dishonor honor
break make
enforce exempt
exempt enforce
purge rehabilitate
rehabilitate purge
break keep
keep break
prosecute defend
defend prosecute
colonize decolonize
colonise decolonise
decolonize colonize
decolonise colonise
fail manage
begin end
end begin
attend miss
miss attend
survive succumb
succumb survive
necessitate obviate
obviate necessitate
have lack
miss have
include exclude
exclude include
agree disagree
deviate conform
conform deviate
equal differ
differ equal
come_in go_out
go_out come_in
violate conform_to
conform_to violate
fall_short_of satisfy
satisfy fall_short_of
balance unbalance
unbalance balance
continue discontinue
discontinue continue
discontinue continue
continue discontinue
front back
back front
stand yield
yield stand
lend_oneself defy
defy lend_oneself
diverge converge
converge diverge
converge diverge
predate postdate
postdate predate
disagree agree
refrain act
converge diverge
diverge converge
diverge converge
ignite extinguish
extinguish ignite
absorb emit
emit absorb
overcast clear_up
clear_up overcast
natural_object artifact
artifact natural_object
overachievement underachievement
underachievement overachievement
appearance disappearance
disappearance appearance
retreat advance
disembarkation embarkation
embarkation disembarkation
passing failing
failing passing
call_option put_option
put_option call_option
best worst
worst best
fair_ball foul_ball
foul_ball fair_ball
loosening tightening
tightening loosening
monetization demonetization
demonetization monetization
split_ticket straight_ticket
straight_ticket split_ticket
earned_run unearned_run
unearned_run earned_run
promotion demotion
demotion promotion
finish start
stillbirth live_birth
deactivation activation
start finish
activation deactivation
contamination decontamination
advance retreat
rising_trot sitting_trot
sitting_trot rising_trot
domestic_flight international_flight
international_flight domestic_flight
acceleration deceleration
deceleration acceleration
opening closing
pronation supination
closing opening
supination pronation
decrease increase
minimization maximization
compression decompression
decompression compression
subtraction addition
deflation inflation
weakening strengthening
dilution concentration
increase decrease
addition subtraction
appreciation depreciation
depreciation appreciation
contraction expansion
expansion contraction
maximization minimization
inflation deflation
extension flexion
strengthening weakening
concentration dilution
union disunion
tribalization detribalization
tribalisation detribalisation
detribalization tribalization
detribalisation tribalisation
disunion union
decontamination contamination
flexion extension
widening narrowing
narrowing widening
activity inactivity
day_game night_game
night_game day_game
away_game home_game
home_game away_game
hardball softball
softball hardball
ground_stroke volley
volley ground_stroke
compression decompression
decompression compression
major_surgery minor_surgery
minor_surgery major_surgery
allopathy homeopathy
homeopathy allopathy
loading unloading
unloading loading
actual_sin original_sin
original_sin actual_sin
mortal_sin venial_sin
venial_sin mortal_sin
grand_larceny petit_larceny
petit_larceny grand_larceny
hyperpnea hypopnea
hypopnea hyperpnea
assortative_mating disassortative_mating
disassortative_mating assortative_mating
disapproval approval
assembly disassembly
disassembly assembly
disassembly assembly
continuance discontinuance
continuation discontinuation
discontinuance continuance
discontinuation continuation
inactivity activity
nonproliferation proliferation
non-proliferation proliferation
downtick uptick
uptick downtick
retail wholesale
wholesale retail
payment nonpayment
nonpayment payment
criminalization decriminalization
criminalisation decriminalisation
decriminalization criminalization
decriminalisation criminalisation
enfranchisement disenfranchisement
disenfranchisement enfranchisement
classification declassification
declassification classification
nationalization denationalization
denationalization nationalization
mobilization demobilization
arming disarming
armament disarmament
disarming arming
disarmament armament
demobilization mobilization
stabilization destabilization
stabilisation destabilisation
destabilization stabilization
destabilisation stabilisation
obedience disobedience
competition cooperation
disobedience obedience
noncompliance compliance
reversal affirmation
affirmation reversal
conviction acquittal
judgment_in_personam judgment_in_rem
judgment_in_rem judgment_in_personam
general_verdict special_verdict
special_verdict general_verdict
acquittal conviction
prosecution defense
defense prosecution
segregation integration
integration segregation
cooperation competition
conformity nonconformity
compliance noncompliance
observance nonobservance
nonobservance observance
nonconformity conformity
service disservice
disservice service
approval disapproval
assembly disassembly
attendance nonattendance
presence absence
nonattendance attendance
absence presence
centralization decentralization
decentralization centralization
engagement non-engagement
participation nonparticipation
involvement non-involvement
non-engagement engagement
nonparticipation participation
non-involvement involvement
female male
male female
parasite host
host parasite
eukaryote prokaryote
prokaryote eukaryote
soft-finned_fish spiny-finned_fish
ratite carinate
carinate ratite
anapsid diapsid
diapsid anapsid
diving_duck dabbling_duck
dabbling_duck diving_duck
zygodactyl_foot heterodactyl_foot
heterodactyl_foot zygodactyl_foot
odd-toed_ungulate even-toed_ungulate
even-toed_ungulate odd-toed_ungulate
heterocercal_fin homocercal_fin
homocercal_fin heterocercal_fin
plantigrade_mammal digitigrade_mammal
digitigrade_mammal plantigrade_mammal
spiny-finned_fish soft-finned_fish
high_relief low_relief
anode cathode
anode cathode
antagonist synergist
infield outfield
low_relief high_relief
black white
blunt_file taper_file
brand-name_drug generic_drug
cathode anode
cathode anode
closed_circuit open_circuit
custom-made ready-made
dedicated_file_server non-dedicated_file_server
dry-bulb_thermometer wet-bulb_thermometer
dry_fly wet_fly
dumb_bomb smart_bomb
electrolytic_cell voltaic_cell
export import
express local
fast_lane slow_lane
fast_reactor thermal_reactor
front rear
generic_drug brand-name_drug
hand_mower power_mower
hard_drug soft_drug
hardware software
head tail
import export
in-basket out-basket
larboard starboard
local express
location studio
mobile stabile
non-dedicated_file_server dedicated_file_server
non-volatile_storage volatile_storage
nonvolatile_storage volatile_storage
obverse reverse
open_circuit closed_circuit
out-basket in-basket
outfield infield
overgarment undergarment
over-the-counter_drug prescription_drug
over-the-counter_medicine prescription_medicine
power_mower hand_mower
prescription_drug over-the-counter_drug
prescription_medicine over-the-counter_medicine
ready-made custom-made
rear front
reverse obverse
rotor stator
slow_lane fast_lane
smart_bomb dumb_bomb
soft_drug hard_drug
stabile mobile
starboard larboard
stator rotor
studio location
submersible surface_ship
surface_ship submersible
synergist antagonist
tail head
taper_file blunt_file
thermal_reactor fast_reactor
undergarment overgarment
volatile_storage non-volatile_storage
volatile_storage nonvolatile_storage
voltaic_cell electrolytic_cell
wet-bulb_thermometer dry-bulb_thermometer
wet_fly dry_fly
white black
outwardness inwardness
inwardness outwardness
otherworldliness worldliness
worldliness otherworldliness
extraversion ambiversion
extraversion introversion
introversion ambiversion
introversion extraversion
ambiversion extraversion
ambiversion introversion
emotionality unemotionality
unemotionality emotionality
cheerfulness uncheerfulness
uncheerfulness cheerfulness
activeness inactiveness
inactiveness activeness
permissiveness unpermissiveness
unpermissiveness permissiveness
good_nature ill_nature
patience impatience
agreeableness disagreeableness
ill_nature good_nature
impatience patience
sharpness dullness
disagreeableness agreeableness
willingness unwillingness
unwillingness willingness
seriousness frivolity
frivolity seriousness
communicativeness uncommunicativeness
uncommunicativeness communicativeness
sociability unsociability
openness closeness
friendliness unfriendliness
approachability unapproachability
congeniality uncongeniality
neighborliness unneighborliness
hospitableness inhospitableness
unsociability sociability
unapproachability approachability
closeness openness
unfriendliness friendliness
uncongeniality congeniality
unneighborliness neighborliness
inhospitableness hospitableness
adaptability unadaptability
flexibility inflexibility
unadaptability adaptability
inflexibility flexibility
thoughtfulness unthoughtfulness
unthoughtfulness thoughtfulness
attentiveness inattentiveness
inattentiveness attentiveness
carefulness carelessness
mindfulness unmindfulness
heedfulness heedlessness
caution incaution
wariness unwariness
carelessness carefulness
incaution caution
unwariness wariness
unmindfulness mindfulness
heedlessness heedfulness
masculinity femininity
femininity masculinity
trustworthiness untrustworthiness
trustiness untrustiness
responsibility irresponsibility
responsibleness irresponsibleness
dependability undependability
dependableness undependableness
reliability unreliability
reliableness unreliableness
untrustworthiness trustworthiness
untrustiness trustiness
irresponsibility responsibility
irresponsibleness responsibleness
undependability dependability
undependableness dependableness
unreliability reliability
unreliableness reliableness
conscientiousness unconscientiousness
unconscientiousness conscientiousness
hairiness hairlessness
hairlessness hairiness
beauty ugliness
pleasingness unpleasingness
attractiveness unattractiveness
ugliness beauty
unpleasingness pleasingness
unattractiveness attractiveness
clarity opacity
distinctness indistinctness
sharpness softness
opacity clarity
indistinctness distinctness
softness sharpness
sharpness dullness
acuteness obtuseness
dullness sharpness
dullness sharpness
obtuseness acuteness
conspicuousness inconspicuousness
obtrusiveness unobtrusiveness
inconspicuousness conspicuousness
unobtrusiveness obtrusiveness
ease difficulty
effortlessness effortfulness
difficulty ease
effortfulness effortlessness
compatibility incompatibility
congruity incongruity
congruousness incongruousness
incompatibility compatibility
incongruity congruity
incongruousness congruousness
suitability unsuitability
suitableness unsuitableness
appropriateness inappropriateness
felicity infelicity
aptness inaptness
appositeness inappositeness
fitness unfitness
eligibility ineligibility
insurability uninsurability
ineligibility eligibility
uninsurability insurability
convenience inconvenience
opportuneness inopportuneness
accessibility inaccessibility
availability unavailability
unsuitability suitability
unsuitableness suitableness
inaptness aptness
inappositeness appositeness
inappropriateness appropriateness
infelicity felicity
unfitness fitness
inconvenience convenience
inaccessibility accessibility
unavailability availability
inopportuneness opportuneness
superiority inferiority
high_quality low_quality
inferiority superiority
low_quality high_quality
changeableness changelessness
reversibility irreversibility
inconstancy constancy
variability invariability
variableness invariableness
variedness unvariedness
exchangeability unexchangeability
convertibility inconvertibility
inconvertibility convertibility
changelessness changeableness
constancy inconstancy
irreversibility reversibility
invariability variability
invariableness variableness
unvariedness variedness
unexchangeability exchangeability
mutability immutability
mutableness immutableness
alterability unalterability
immutability mutability
immutableness mutableness
unalterability alterability
sameness difference
similarity dissimilarity
likeness unlikeness
similitude dissimilitude
uniformity nonuniformity
homogeneity heterogeneity
consistency inconsistency
equality inequality
equivalence nonequivalence
evenness unevenness
difference sameness
dissimilarity similarity
unlikeness likeness
dissimilitude similitude
nonuniformity uniformity
heterogeneity homogeneity
inconsistency consistency
inequality equality
nonequivalence equivalence
unevenness evenness
certainty uncertainty
conclusiveness inconclusiveness
predictability unpredictability
probability improbability
likelihood unlikelihood
likeliness unlikeliness
uncertainty certainty
inconclusiveness conclusiveness
unpredictability predictability
improbability probability
unlikelihood likelihood
unlikeliness likeliness
factuality counterfactuality
counterfactuality factuality
concreteness abstractness
tangibility intangibility
palpability impalpability
intangibility tangibility
impalpability palpability
materiality immateriality
corporeality incorporeality
substantiality insubstantiality
immateriality materiality
incorporeality corporeality
insubstantiality substantiality
abstractness concreteness
reality unreality
unreality reality
particularity generality
individuality commonality
generality particularity
commonality individuality
simplicity complexity
complexity simplicity
regularity irregularity
evenness unevenness
invariability variability
steadiness unsteadiness
irregularity regularity
unevenness evenness
variability invariability
unsteadiness steadiness
mobility immobility
motility immotility
movability immovability
movableness immovableness
looseness tightness
unsteadiness steadiness
instability stability
unstableness stableness
immobility mobility
immotility motility
immovability movability
immovableness movableness
tightness looseness
fixedness looseness
looseness fixedness
steadiness unsteadiness
stability instability
stableness unstableness
pleasantness unpleasantness
agreeableness disagreeableness
niceness nastiness
unpleasantness pleasantness
disagreeableness agreeableness
nastiness niceness
credibility incredibility
plausibility implausibility
incredibility credibility
implausibility plausibility
logicality illogicality
logicalness illogicalness
illogicality logicality
illogicalness logicalness
naturalness unnaturalness
unaffectedness affectedness
unpretentiousness pretentiousness
unnaturalness naturalness
affectedness unaffectedness
pretentiousness unpretentiousness
wholesomeness unwholesomeness
healthfulness unhealthfulness
salubrity insalubrity
salubriousness insalubriousness
unwholesomeness wholesomeness
unhealthfulness healthfulness
insalubrity salubrity
insalubriousness salubriousness
satisfactoriness unsatisfactoriness
adequacy inadequacy
acceptability unacceptability
admissibility inadmissibility
permissibility impermissibility
unsatisfactoriness satisfactoriness
inadequacy adequacy
unacceptability acceptability
inadmissibility admissibility
impermissibility permissibility
ordinariness extraordinariness
expectedness unexpectedness
commonness uncommonness
usualness unusualness
familiarity unfamiliarity
extraordinariness ordinariness
unexpectedness expectedness
uncommonness commonness
unusualness usualness
unfamiliarity familiarity
foreignness nativeness
nativeness foreignness
originality unoriginality
unorthodoxy orthodoxy
unconventionality conventionality
unoriginality originality
orthodoxy unorthodoxy
conventionality unconventionality
correctness incorrectness
rightness wrongness
incorrectness correctness
wrongness rightness
accuracy inaccuracy
exactness inexactness
preciseness impreciseness
precision imprecision
inaccuracy accuracy
inexactness exactness
impreciseness preciseness
imprecision precision
infallibility fallibility
inerrancy errancy
errancy inerrancy
fallibility infallibility
worthiness unworthiness
unworthiness worthiness
popularity unpopularity
unpopularity popularity
legality illegality
lawfulness unlawfulness
legitimacy illegitimacy
licitness illicitness
illegality legality
unlawfulness lawfulness
illegitimacy legitimacy
illicitness licitness
elegance inelegance
tastefulness tastelessness
inelegance elegance
rusticity urbanity
urbanity rusticity
tastelessness tastefulness
comprehensibility incomprehensibility
legibility illegibility
intelligibility unintelligibility
clarity obscurity
clearness unclearness
monosemy polysemy
unambiguity ambiguity
unequivocalness equivocalness
explicitness inexplicitness
incomprehensibility comprehensibility
illegibility legibility
obscurity clarity
unintelligibility intelligibility
unclearness clearness
inexplicitness explicitness
ambiguity unambiguity
equivocalness unequivocalness
polysemy monosemy
righteousness unrighteousness
piety impiety
godliness ungodliness
unrighteousness righteousness
impiety piety
ungodliness godliness
humaneness inhumaneness
mercifulness mercilessness
inhumaneness humaneness
mercilessness mercifulness
generosity stinginess
liberality illiberality
unselfishness selfishness
altruism egoism
stinginess generosity
illiberality liberality
selfishness unselfishness
egoism altruism
fairness unfairness
equity inequity
unfairness fairness
inequity equity
kindness unkindness
beneficence maleficence
benignity malignity
benignancy malignancy
consideration inconsideration
thoughtfulness thoughtlessness
tactfulness tactlessness
malignity benignity
malignancy benignancy
sensitivity insensitivity
sensitiveness insensitiveness
perceptiveness unperceptiveness
insensitivity sensitivity
insensitiveness sensitiveness
unperceptiveness perceptiveness
unkindness kindness
inconsideration consideration
thoughtlessness thoughtfulness
tactlessness tactfulness
maleficence beneficence
morality immorality
rightness wrongness
conscientiousness unconscientiousness
unconscientiousness conscientiousness
good evil
goodness evilness
justice injustice
right wrong
rightfulness wrongfulness
immorality morality
corruptibility incorruptibility
wrongness rightness
evil good
evilness goodness
corruptness incorruptness
injustice justice
wrong right
wrongfulness rightfulness
holiness unholiness
unholiness holiness
safeness dangerousness
dangerousness safeness
curability incurability
curableness incurableness
incurability curability
incurableness curableness
courage cowardice
stoutheartedness faintheartedness
fearlessness fearfulness
boldness timidity
gutsiness gutlessness
cowardice courage
faintheartedness stoutheartedness
fearfulness fearlessness
timidity boldness
gutlessness gutsiness
resoluteness irresoluteness
decisiveness indecisiveness
decision indecision
irresoluteness resoluteness
indecisiveness decisiveness
indecision decision
sincerity insincerity
insincerity sincerity
honorableness dishonorableness
honor dishonor
scrupulousness unscrupulousness
incorruptness corruptness
incorruptibility corruptibility
respectability unrespectability
reputability disreputability
honesty dishonesty
truthfulness untruthfulness
veracity mendacity
ingenuousness disingenuousness
artlessness artfulness
dishonorableness honorableness
dishonor honor
unscrupulousness scrupulousness
unrespectability respectability
disreputability reputability
dishonesty honesty
untruthfulness truthfulness
mendacity veracity
disingenuousness ingenuousness
artfulness artlessness
fidelity infidelity
faithfulness unfaithfulness
loyalty disloyalty
infidelity fidelity
unfaithfulness faithfulness
disloyalty loyalty
sophistication naivete
naivete sophistication
discipline indiscipline
restraint unrestraint
temperance intemperance
indiscipline discipline
unrestraint restraint
intemperance temperance
conceit humility
humility conceit
wisdom folly
folly wisdom
prudence imprudence
providence improvidence
imprudence prudence
improvidence providence
trust distrust
distrust trust
cleanliness uncleanliness
tidiness untidiness
uncleanliness cleanliness
untidiness tidiness
propriety impropriety
properness improperness
decorum indecorum
decorousness indecorousness
appropriateness inappropriateness
correctness incorrectness
political_correctness political_incorrectness
seemliness unseemliness
becomingness unbecomingness
decency indecency
modesty immodesty
impropriety propriety
improperness properness
incorrectness correctness
political_incorrectness political_correctness
inappropriateness appropriateness
indecorum decorum
indecorousness decorousness
unseemliness seemliness
unbecomingness becomingness
indecency decency
immodesty modesty
composure discomposure
discomposure composure
tractability intractability
tameness wildness
obedience disobedience
subordination insubordination
intractability tractability
wildness tameness
insubordination subordination
disobedience obedience
formality informality
ceremoniousness unceremoniousness
informality formality
unceremoniousness ceremoniousness
courtesy discourtesy
politeness impoliteness
graciousness ungraciousness
civility incivility
discourtesy courtesy
impoliteness politeness
ungraciousness graciousness
incivility civility
isotropy anisotropy
anisotropy isotropy
directness indirectness
immediacy mediacy
indirectness directness
mediacy immediacy
oldness newness
newness oldness
freshness staleness
oldness youngness
staleness freshness
youngness oldness
complex_instruction_set_computing reduced_instruction_set_computing
complex_instruction_set_computer reduced_instruction_set_computer
CISC RISC
reduced_instruction_set_computing complex_instruction_set_computing
reduced_instruction_set_computer complex_instruction_set_computer
RISC CISC
thickness thinness
thinness thickness
hardness softness
softness hardness
compressibility incompressibility
incompressibility compressibility
breakableness unbreakableness
unbreakableness breakableness
porosity solidity
permeability impermeability
penetrability impenetrability
perviousness imperviousness
absorbency nonabsorbency
solidity porosity
impermeability permeability
impenetrability penetrability
imperviousness perviousness
nonabsorbency absorbency
smoothness roughness
roughness smoothness
brightness dullness
dullness brightness
color colorlessness
colorlessness color
chromatic_color achromatic_color
achromatic_color chromatic_color
black white
white black
pigmentation depigmentation
depigmentation pigmentation
lightness darkness
darkness lightness
sound silence
silence sound
harmony dissonance
dissonance harmony
high_pitch low_pitch
low_pitch high_pitch
loudness softness
softness loudness
palatability unpalatability
appetizingness unappetizingness
unpalatability palatability
unappetizingness appetizingness
digestibility indigestibility
indigestibility digestibility
fatness leanness
leanness fatness
tallness shortness
shortness tallness
gracefulness awkwardness
awkwardness gracefulness
animateness inanimateness
sentience insentience
inanimateness animateness
insentience sentience
maleness femaleness
femaleness maleness
coldness hotness
hotness coldness
perceptibility imperceptibility
visibility invisibility
invisibility visibility
audibility inaudibility
inaudibility audibility
imperceptibility perceptibility
elasticity inelasticity
malleability unmalleability
flexibility inflexibility
inelasticity elasticity
unmalleability malleability
inflexibility flexibility
heaviness lightness
lightness heaviness
strength weakness
good_part weak_part
soundness unsoundness
invulnerability vulnerability
acidity alkalinity
alkalinity acidity
weakness strength
weak_part good_part
vulnerability invulnerability
destructibility indestructibility
indestructibility destructibility
earliness lateness
lateness earliness
priority posteriority
posteriority priority
punctuality tardiness
tardiness punctuality
seasonableness unseasonableness
timeliness untimeliness
unseasonableness seasonableness
untimeliness timeliness
pastness futurity
pastness presentness
futurity pastness
futurity presentness
presentness futurity
presentness pastness
longness shortness
shortness longness
permanence impermanence
impermanence permanence
mortality immortality
immortality mortality
acceleration deceleration
deceleration acceleration
symmetry asymmetry
radial_symmetry radial_asymmetry
asymmetry symmetry
radial_asymmetry radial_symmetry
abruptness gradualness
gradualness abruptness
angularity roundness
pointedness unpointedness
unpointedness pointedness
roundness angularity
concentricity eccentricity
eccentricity concentricity
straightness crookedness
crookedness straightness
curliness straightness
straightness curliness
centrality marginality
marginality centrality
anteriority posteriority
posteriority anteriority
outwardness inwardness
inwardness outwardness
northernness southernness
southernness northernness
farness nearness
nearness farness
distribution concentration
concentration distribution
profundity superficiality
superficiality profundity
high low
low high
thickness thinness
thinness thickness
largeness smallness
bigness littleness
smallness largeness
littleness bigness
positivity negativity
positiveness negativeness
negativity positivity
negativeness positiveness
increase decrease
decrease increase
sufficiency insufficiency
adequacy inadequacy
insufficiency sufficiency
inadequacy adequacy
abundance scarcity
scarcity abundance
moderation immoderation
immoderation moderation
majority minority
minority majority
longness shortness
shortness longness
deepness shallowness
shallowness deepness
wideness narrowness
narrowness wideness
highness lowness
lowness highness
worth worthlessness
merit demerit
demerit merit
worthlessness worth
desirability undesirability
undesirability desirability
good bad
goodness badness
reward penalty
bad good
badness goodness
expensiveness inexpensiveness
inexpensiveness expensiveness
fruitfulness fruitlessness
productiveness unproductiveness
fruitlessness fruitfulness
unproductiveness productiveness
utility inutility
usefulness uselessness
inutility utility
uselessness usefulness
practicality impracticality
practicability impracticability
practicableness impracticableness
feasibility infeasibility
impracticality practicality
impracticability practicability
impracticableness practicableness
infeasibility feasibility
competence incompetence
incompetence competence
asset liability
advantage disadvantage
profitableness unprofitableness
profitability unprofitability
expedience inexpedience
expediency inexpediency
strong_point weak_point
weak_point strong_point
soundness unsoundness
unsoundness soundness
unsoundness soundness
advisability inadvisability
favorableness unfavorableness
auspiciousness inauspiciousness
propitiousness unpropitiousness
liability asset
disadvantage advantage
unfavorableness favorableness
inauspiciousness auspiciousness
unpropitiousness propitiousness
penalty reward
inadvisability advisability
inexpedience expedience
inexpediency expediency
unprofitableness profitableness
unprofitability profitability
constructiveness destructiveness
destructiveness constructiveness
positivity negativity
positiveness negativeness
negativity positivity
negativeness positiveness
importance unimportance
significance insignificance
meaningfulness meaninglessness
purposefulness purposelessness
consequence inconsequence
essentiality inessentiality
indispensability dispensability
indispensableness dispensableness
unimportance importance
inessentiality essentiality
dispensability indispensability
dispensableness indispensableness
insignificance significance
meaninglessness meaningfulness
purposelessness purposefulness
inconsequence consequence
power powerlessness
powerfulness powerlessness
persuasiveness unpersuasiveness
interestingness uninterestingness
effectiveness ineffectiveness
efficacy inefficacy
ability inability
capability incapability
capableness incapableness
capacity incapacity
powerlessness power
powerlessness powerfulness
unpersuasiveness persuasiveness
uninterestingness interestingness
inability ability
incapability capability
incapableness capableness
incapacity capacity
ineffectiveness effectiveness
inefficacy efficacy
infiniteness finiteness
finiteness infiniteness
solubility insolubility
insolubility solubility
optimism pessimism
pessimism optimism
responsiveness unresponsiveness
unresponsiveness responsiveness
solvability unsolvability
solubility insolubility
unsolvability solvability
insolubility solubility
extensor flexor
flexor extensor
effector receptor
receptor effector
cortex medulla
medulla cortex
judiciousness injudiciousness
injudiciousness judiciousness
ability inability
intelligence stupidity
aptitude inaptitude
capacity incapacity
capability incapability
perfectibility imperfectibility
creativeness uncreativeness
Heaven Hell
Hell Heaven
unconventionality conventionality
literacy illiteracy
skillfulness unskillfulness
coordination incoordination
incoordination coordination
fluency disfluency
disfluency fluency
efficiency inefficiency
inability ability
stupidity intelligence
inaptitude aptitude
incapability capability
imperfectibility perfectibility
incapacity capacity
unskillfulness skillfulness
inefficiency efficiency
illiteracy literacy
uncreativeness creativeness
conventionality unconventionality
kinesthesia kinanesthesia
kinanesthesia kinesthesia
merit_system spoils_system
spoils_system merit_system
consciousness unconsciousness
cognizance incognizance
incognizance cognizance
self-consciousness unselfconsciousness
